Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
17-07-2014,4958,5010,4951,4994.799805,4451.82959,9658,0
18-07-2014,4975.149902,5020,4955,5012.799805,4467.872559,9756,0
21-07-2014,4972.100098,5055,4972.100098,5038.549805,4490.824219,16101,0
22-07-2014,5013,5220,5013,5203,4637.397949,49535,0
23-07-2014,5202,5220,5131,5171.799805,4609.588379,7252,0
24-07-2014,5175.799805,5203.100098,5101.100098,5149.100098,4589.356934,6883,0
25-07-2014,5190,5248.399902,5139.25,5166,4604.417969,29168,0
28-07-2014,5174.850098,5224,5151.25,5186.600098,4622.779297,9713,0
30-07-2014,5126,5230,5078,5181.850098,4618.547363,27420,0
31-07-2014,5174,5198.149902,5100.549805,5128.350098,4570.862305,23936,0
01-08-2014,5143,5229,5110,5203.100098,4637.486328,23997,0
04-08-2014,5222.850098,5230,5184.399902,5208.649902,4642.433105,19523,0
05-08-2014,5195,5220,5185,5209.5,4643.191406,14806,0
06-08-2014,5199,5339.950195,5162,5299.649902,4723.540527,40783,0
07-08-2014,5315,5435.5,5300.049805,5405,4817.438965,78269,0
08-08-2014,5406,5406,5290,5363.350098,4780.317871,25949,0
11-08-2014,5399.899902,5410,5280.049805,5383.149902,4797.963379,18665,0
12-08-2014,5339.5,5425,5300.100098,5334.100098,4754.246582,13809,0
13-08-2014,5301.600098,5643,5301.600098,5561.049805,4956.525391,69367,0
14-08-2014,5595,5636,5430,5572.299805,4966.550781,27201,0
18-08-2014,5560,5740.049805,5546.149902,5655.149902,5040.395996,27489,0
19-08-2014,5608,5833.5,5608,5764.450195,5137.813477,33673,0
20-08-2014,5706.799805,5819.899902,5706,5795.799805,5165.755371,14463,0
21-08-2014,5799,5849.899902,5750,5834.049805,5199.848145,17630,0
22-08-2014,5840,5840,5783.100098,5809.25,5177.744141,29979,0
25-08-2014,5840,5850,5786.5,5811.700195,5179.927246,13921,0
26-08-2014,5850,5890,5802,5868.200195,5230.286621,12018,0
27-08-2014,5897.850098,5923.950195,5822.450195,5898.950195,5257.693359,18251,0
28-08-2014,5855,6155,5852,6028.549805,5373.20459,72818,0
01-09-2014,6050,6143,6025,6062,5403.017578,13538,0
02-09-2014,6050,6110,6048.950195,6094.049805,5431.583008,11653,0
03-09-2014,6005.100098,6200,6005.100098,6149.549805,5481.050781,27879,0
04-09-2014,6148.5,6299,6148,6252.950195,5573.209961,19894,0
05-09-2014,6339.799805,6339.799805,6155,6187.649902,5515.008301,18372,0
08-09-2014,6230,6470,6229.899902,6399.850098,5704.141602,27817,0
09-09-2014,6376.100098,6475,6361,6410,5713.187012,36652,0
10-09-2014,6410,6439,6344.799805,6380.850098,5687.206055,18194,0
11-09-2014,6425,6620,6415.549805,6552.700195,5840.375977,27302,0
12-09-2014,6600,6600,6355,6384.600098,5690.548828,16750,0
15-09-2014,6375,6497,6274.049805,6318.950195,5640.871094,16736,0
16-09-2014,6325,6469,6001.100098,6146.100098,5486.568848,36861,0
17-09-2014,6150,6169.649902,5980.200195,6088.450195,5435.106934,27122,0
18-09-2014,6074.950195,6245,6020.049805,6224.049805,5556.154785,14596,0
19-09-2014,6225,6262.299805,5980,6052.549805,5403.057129,22982,0
22-09-2014,6001,6090,5992,6024.75,5378.241699,10956,0
23-09-2014,6001,6064.850098,5881,5911.149902,5276.832031,12186,0
24-09-2014,5999,6150,5900,6129.899902,5472.107422,18136,0
25-09-2014,6075,6248,6050.100098,6109.100098,5453.540039,15572,0
26-09-2014,6109.100098,6199,6048,6158.399902,5497.549316,15580,0
29-09-2014,6050,6245.700195,6050,6206.450195,5540.445801,16365,0
30-09-2014,6259,6259,5925.149902,5968.649902,5328.162109,30783,0
01-10-2014,6027,6073.799805,5960,6010.950195,5365.922363,20819,0
07-10-2014,5961.049805,5999.899902,5947,5957.649902,5318.342285,16251,0
08-10-2014,5950,6023.799805,5900,5926.700195,5290.713867,17942,0
09-10-2014,5925,6059.899902,5925,6023.450195,5377.080566,12599,0
10-10-2014,5965,6023.399902,5871.049805,5893.299805,5260.897461,17992,0
13-10-2014,5910,6095,5910,6007.399902,5362.75293,20058,0
14-10-2014,6006,6200,5901,5946.049805,5307.986816,20911,0
15-10-2014,5946.049805,5946.049805,5946.049805,5946.049805,5307.986816,0,0
16-10-2014,5922,5975,5705,5749.75,5132.751465,23362,0
17-10-2014,5794,5850,5635,5695.100098,5083.965332,19970,0
20-10-2014,5705.049805,5794,5705.049805,5768.899902,5149.846191,10678,0
21-10-2014,5731,5995,5731,5969.850098,5329.23291,21550,0
22-10-2014,6001.450195,6036.950195,5911.350098,5971.75,5330.929199,7677,0
27-10-2014,6010,6139,6001,6099.899902,5445.328613,25176,0
28-10-2014,6142,6149.899902,5920,5948.049805,5309.771973,20304,0
29-10-2014,5947,6150,5925.149902,6128.5,5470.858398,36925,0
30-10-2014,6061.200195,6189.899902,6061.200195,6133.149902,5475.007813,20320,0
31-10-2014,6133,6300,6099.950195,6257.200195,5585.748047,29467,0
03-11-2014,6261,6402,6167.049805,6362.649902,5679.882324,32959,0
05-11-2014,6400,6400,6280.100098,6353.549805,5671.757324,16163,0
07-11-2014,6379.899902,6450,6257,6434.149902,5743.708008,18133,0
10-11-2014,6447,6450,6300,6351.899902,5670.286133,12620,0
11-11-2014,6353,6500,6344.75,6465.649902,5771.828613,16984,0
12-11-2014,6491,6491,6305.850098,6327.5,5648.503906,18033,0
13-11-2014,6355,6398.149902,6283,6332.600098,5653.056641,16297,0
14-11-2014,6330,6375,6280,6316.5,5638.686523,10907,0
17-11-2014,6333.700195,6337,6220,6292.200195,5616.992188,13611,0
18-11-2014,6292.200195,6344.549805,6140,6159.549805,5498.575684,26668,0
19-11-2014,6125,6238.75,6039,6078.200195,5425.955078,20802,0
20-11-2014,6100,6179,6050,6158.899902,5497.99707,16413,0
21-11-2014,6110.049805,6345,6110.049805,6336.399902,5656.449707,26578,0
24-11-2014,6273.5,6319,6201,6304.049805,5627.569336,13816,0
25-11-2014,6280,6435.700195,6269.950195,6338.549805,5658.368652,56122,0
26-11-2014,6338.549805,6410,6240,6260.350098,5588.560547,15788,0
27-11-2014,6239,6309.850098,6202,6225.700195,5557.62793,10799,0
28-11-2014,6200,6300,6160,6204.049805,5538.300293,19588,0
01-12-2014,6191.049805,6292,6067.950195,6156.299805,5495.674805,46478,0
02-12-2014,6120,6215,6111,6200.149902,5534.819824,12888,0
03-12-2014,6219,6340,6219,6325.100098,5646.36084,34351,0
04-12-2014,6325.149902,6375,6290,6342.899902,5662.251465,24684,0
05-12-2014,6335,6379.950195,6260,6303.100098,5626.72168,9393,0
08-12-2014,6260,6350,6260,6335.75,5663.055664,9593,0
09-12-2014,6300,6375,6221.100098,6305.450195,5635.973633,9501,0
10-12-2014,6265,6350,6260.100098,6313.399902,5643.080078,14021,0
11-12-2014,6313.399902,6359.899902,6225.549805,6265.75,5600.489258,15757,0
12-12-2014,6300,6329.200195,6230,6282.350098,5615.324707,12049,0
15-12-2014,6290,6290,6082.25,6118.450195,5468.828125,9859,0
16-12-2014,6100,6199.950195,5985.450195,6036.549805,5395.624023,16607,0
17-12-2014,6036,6139.899902,5990,6052.100098,5409.522949,8243,0
18-12-2014,6137.899902,6189,6055,6151.5,5498.368652,9283,0
19-12-2014,6215,6275,6120,6177.799805,5521.875,27382,0
22-12-2014,6250,6287.75,6180,6251.799805,5588.018066,12987,0
23-12-2014,6207,6280,6170,6201.549805,5543.10498,7627,0
24-12-2014,6152.299805,6230,6080,6143.649902,5491.350586,16084,0
26-12-2014,6106,6190,6106,6155.450195,5501.899414,9234,0
29-12-2014,6122,6207.850098,6122,6148.049805,5495.282227,6806,0
30-12-2014,6140.600098,6274.549805,6140.600098,6247.600098,5584.265625,10524,0
31-12-2014,6202.5,6425.049805,6190,6384.850098,5706.942383,19425,0
01-01-2015,6385,6400,6300,6317.950195,5647.145508,3025,0
02-01-2015,6256.049805,6366.5,6256.049805,6331.5,5659.257813,6843,0
05-01-2015,6370,6370,6290,6334.899902,5662.294922,10690,0
06-01-2015,6296,6313.049805,6220,6246.799805,5583.55127,13159,0
07-01-2015,6265,6308.950195,6247.549805,6272.950195,5606.923828,35673,0
08-01-2015,6275,6345,6275,6300.450195,5631.503418,7524,0
09-01-2015,6370,6479.950195,6273.5,6386.350098,5708.285156,20492,0
12-01-2015,6420,6520,6385.5,6462.75,5776.571777,47557,0
13-01-2015,6470,6741,6470,6714.649902,6001.727051,55108,0
14-01-2015,6735,6930,6684.950195,6781.850098,6061.791992,37403,0
15-01-2015,6869.200195,6940,6761.049805,6809.100098,6086.149414,59753,0
16-01-2015,6762,7005,6740.049805,6985.200195,6243.552246,49852,0
19-01-2015,7005,7100,6984.549805,7073.950195,6322.87793,35414,0
20-01-2015,7073,7110,7000,7074.5,6323.370117,28431,0
21-01-2015,7087.75,7120,7038.100098,7080,6328.287109,31104,0
22-01-2015,7075,7170,7052,7097.049805,6343.525391,54149,0
23-01-2015,7148,7290,7148,7258.350098,6487.699219,45866,0
27-01-2015,7258.299805,7430,7255.950195,7350.049805,6569.662598,45350,0
28-01-2015,7345,7421,7215.049805,7304.049805,6528.54541,23762,0
29-01-2015,7300,7364.899902,7148,7214.450195,6448.461426,22040,0
30-01-2015,7220,7220,7100,7113.049805,6357.826172,30387,0
02-02-2015,7113.799805,7161.549805,6976.350098,7059.649902,6310.09668,24716,0
03-02-2015,7111,7190,6950,7078.5,6326.945801,18909,0
04-02-2015,7078,7139.149902,6956,6977.75,6236.891113,6588,0
05-02-2015,7050,7050,6810,6899.149902,6166.637695,17043,0
06-02-2015,6900,6970,6850,6884.549805,6153.587891,8881,0
09-02-2015,6890,6930,6760.049805,6835.399902,6109.654785,15551,0
10-02-2015,6900,7018,6767,6794.149902,6072.785645,15902,0
11-02-2015,6899,7000,6805,6881.049805,6150.458984,13708,0
12-02-2015,6885,6970,6780.299805,6824.600098,6100.002441,12887,0
13-02-2015,6839.899902,7097.799805,6830,7033.649902,6286.857422,28685,0
16-02-2015,7226,7272,7102.299805,7147.350098,6388.484863,23895,0
18-02-2015,7150,7225,7060.049805,7169.299805,6408.10498,32189,0
19-02-2015,7175,7175,7013.700195,7041.700195,6294.052246,11509,0
20-02-2015,7051,7237.700195,7025,7176.700195,6414.719238,134761,0
23-02-2015,7205.200195,7205.200195,6962.5,6999.450195,6256.288574,29209,0
24-02-2015,7001.899902,7079.850098,6930,7009.75,6265.494141,58297,0
25-02-2015,7024.200195,7075,7010,7052.5,6303.705078,42946,0
26-02-2015,7099.700195,7099.700195,6950,7019.399902,6274.120605,25702,0
27-02-2015,7044.649902,7058.899902,6999.5,7020.899902,6275.460449,65642,0
28-02-2015,null,null,null,null,null,null,0
02-03-2015,7049.899902,7049.899902,6949.950195,6990.049805,6247.886719,26080,0
03-03-2015,7040,7160.5,6932.299805,7096.25,6342.811035,26243,0
04-03-2015,7164,7319,7112.950195,7299.75,6524.70459,45281,0
05-03-2015,7300,7366.450195,7246.299805,7295.950195,6521.307129,30384,0
09-03-2015,7297,7425,7235,7384.299805,6600.277832,21576,0
10-03-2015,7386.899902,7505,7349.450195,7397.149902,6611.763184,18258,0
11-03-2015,7389.600098,7445.75,7253,7280.700195,6507.677734,19345,0
12-03-2015,7300.100098,7379.899902,7300.100098,7328.899902,6550.760254,13701,0
13-03-2015,7355.350098,7357.700195,7254.049805,7299,6524.035156,21515,0
16-03-2015,7347.899902,7347.899902,7255,7276.799805,6504.190918,12723,0
17-03-2015,7300,7400,7300,7389.25,6604.70166,27094,0
18-03-2015,7410,7420,7366,7408.399902,6621.817383,49611,0
19-03-2015,7420,7420,7321,7367.350098,6585.127441,27013,0
20-03-2015,7400,7400,7225,7264.100098,6492.839355,27446,0
23-03-2015,7284,7284.399902,7090,7133.899902,6376.463867,23625,0
24-03-2015,7185,7190,6990,7021.649902,6276.132324,26775,0
25-03-2015,6972,7094.950195,6972,7041.799805,6294.14209,27132,0
26-03-2015,7020,7030.899902,6765,6845.200195,6118.415039,42361,0
27-03-2015,6898,6916.950195,6771,6815.049805,6091.466309,26243,0
30-03-2015,6840,6999,6840,6944,6206.725586,45193,0
31-03-2015,6950,7132,6827.600098,6947.350098,6209.720215,64200,0
01-04-2015,7051,7059.950195,6870,6923.149902,6188.089844,13749,0
06-04-2015,6988.899902,7150,6926.399902,7121.350098,6365.246094,24913,0
07-04-2015,7121.399902,7174.950195,7064.149902,7157.450195,6397.513672,17718,0
08-04-2015,7146,7168.149902,7010,7046.200195,6298.075684,12695,0
09-04-2015,7060,7112,7060,7101,6347.056152,30467,0
10-04-2015,7122,7139.700195,7065,7098.5,6344.820801,44957,0
13-04-2015,7119.950195,7119.950195,7066.200195,7098.549805,6344.865723,29502,0
15-04-2015,7101,7109.350098,7025,7068.399902,6317.91748,23427,0
16-04-2015,7068.399902,7095,6990,7026.799805,6280.733398,26406,0
17-04-2015,7024.25,7053,6990,7000.850098,6257.540039,14346,0
20-04-2015,7001,7010,6900,6953.200195,6214.949219,15258,0
21-04-2015,6999.799805,6999.799805,6865,6887.850098,6156.538086,11133,0
22-04-2015,6887,6940,6825.299805,6872.049805,6142.415527,17374,0
23-04-2015,6934,6934,6866,6908.700195,6175.172852,35827,0
24-04-2015,6950,6950,6780.100098,6849.75,6122.482422,10639,0
27-04-2015,6849,6868,6760.899902,6848.100098,6121.007813,34239,0
28-04-2015,6840,6849.899902,6795.450195,6836.850098,6110.951172,25326,0
29-04-2015,6879.950195,6879.950195,6525,6565.450195,5868.367676,41655,0
30-04-2015,6565.200195,6709.950195,6525.899902,6572.600098,5874.758789,42919,0
04-05-2015,6660,6810,6623.399902,6801.450195,6079.311523,16941,0
05-05-2015,6809,6835,6772,6807.399902,6084.628906,14582,0
06-05-2015,6809.399902,6820,6756.25,6802.75,6080.473145,17433,0
07-05-2015,6850,6850,6725,6767.549805,6049.010742,28509,0
08-05-2015,6761,6869.950195,6761,6796.299805,6074.70752,22452,0
11-05-2015,6856.899902,6870,6763.200195,6806.299805,6083.644531,39358,0
12-05-2015,6812.200195,6845,6680,6704.450195,5992.609863,38069,0
13-05-2015,6705.299805,6810.649902,6650,6701.5,5989.973633,34511,0
14-05-2015,6705,6919.700195,6705,6854.5,6126.728027,20242,0
15-05-2015,6875,7050,6860.149902,7031.299805,6284.754883,23138,0
18-05-2015,7100.100098,7349,6941,7077.350098,6325.916992,37666,0
19-05-2015,7100,7157.950195,6902.5,7028.700195,6306.044434,26114,0
20-05-2015,7068.700195,7116.299805,6855,6961.600098,6245.844238,30255,0
21-05-2015,6874.899902,6999,6830,6948.899902,6234.450195,30907,0
22-05-2015,6950,7119.5,6928.049805,6995.899902,6276.617188,42396,0
25-05-2015,6926,7013.899902,6905,6936.600098,6223.413574,12915,0
26-05-2015,6960,6993,6535.100098,6805.350098,6105.659668,62840,0
27-05-2015,6805.350098,7135,6776,7062.5,6336.370117,61700,0
28-05-2015,7090,7210,6955.5,7057.649902,6332.018066,34215,0
29-05-2015,6992,7057.649902,6564.799805,6751.549805,6057.38916,108338,0
01-06-2015,6700,6733,6530.950195,6670.200195,5984.404785,68323,0
02-06-2015,6772,6999.899902,6755.149902,6803.25,6103.774902,75154,0
03-06-2015,6500,6533,5980,6186.950195,5550.838867,390444,0
04-06-2015,5880,6050,5800.549805,6004.450195,5387.103516,430477,0
05-06-2015,5830,6125,5711,6011.600098,5393.51709,756189,0
08-06-2015,5850,5850,5501,5569,4996.422852,344869,0
09-06-2015,5590.350098,6120,5525,5964.350098,5351.125488,568881,0
10-06-2015,6049.899902,6240,6021.25,6060.350098,5437.256348,247150,0
11-06-2015,6158.899902,6306,5975.75,6164.700195,5530.875977,302802,0
12-06-2015,6184.5,6184.5,5925.350098,6087.200195,5461.344727,104699,0
15-06-2015,6048,6050,5892.399902,5955.049805,5342.782227,73067,0
16-06-2015,5899,5899,5755,5784.649902,5189.901855,87482,0
17-06-2015,5745,5900,5651,5838.899902,5238.57373,140517,0
18-06-2015,5864,6128,5850,6081.649902,5456.365234,118969,0
19-06-2015,6010,6325,6010,6281,5635.21875,145841,0
22-06-2015,6276,6411.149902,6215,6296.600098,5649.216309,78944,0
23-06-2015,6290,6290,6100.100098,6127.850098,5497.814941,54383,0
24-06-2015,6150,6163.149902,5981.100098,6004.100098,5386.788574,55028,0
25-06-2015,6005,6049,5810.25,5836.450195,5236.375977,136513,0
26-06-2015,5922,5970,5870,5958.149902,5345.562988,75863,0
29-06-2015,5825.5,6087.5,5825.5,6071.049805,5446.856934,82096,0
30-06-2015,6022,6392,6022,6352.200195,5699.100586,252693,0
01-07-2015,6400,6494,6116,6144.450195,5512.709961,168999,0
02-07-2015,6259.950195,6375,6215,6241.600098,5599.870605,111329,0
03-07-2015,6314.950195,6344.950195,6151,6165.200195,5531.325195,89765,0
06-07-2015,6199.950195,6199.950195,6075,6120.299805,5491.041016,38621,0
07-07-2015,6190,6190,6060,6084.850098,5459.23584,63527,0
08-07-2015,6060,6060.200195,5960.100098,5995.899902,5379.432617,109001,0
09-07-2015,6075,6099,6001,6029.950195,5409.980469,70819,0
10-07-2015,6060,6070,5926.049805,5963.399902,5350.273438,92072,0
13-07-2015,6020,6020,5895,5955.5,5343.187012,65745,0
14-07-2015,5989.899902,5994,5935.25,5953.100098,5341.030762,40738,0
15-07-2015,5920,5995.600098,5920,5967.899902,5354.310547,101401,0
16-07-2015,5989.950195,6045.5,5975.049805,6025.5,5405.989746,35537,0
17-07-2015,6020,6125,6019.950195,6078.600098,5453.62793,52852,0
20-07-2015,6104.950195,6131.799805,6057.700195,6071.049805,5446.856934,19953,0
21-07-2015,6099.950195,6107.850098,6050,6068.5,5444.567383,22646,0
22-07-2015,6048,6048,5974,5990.600098,5374.676758,26233,0
23-07-2015,6000,6069.899902,5999.399902,6060.399902,5437.299805,31337,0
24-07-2015,6052,6124.450195,6000,6033.899902,5413.524414,30532,0
27-07-2015,6100,6306.850098,6033,6261.399902,5617.634277,113239,0
28-07-2015,6265,6300,6169,6192.450195,5555.774414,53887,0
29-07-2015,6200,6254.600098,6082.399902,6152.649902,5520.064453,73126,0
30-07-2015,6032.049805,6390,5980.450195,6331.200195,5680.258301,176979,0
31-07-2015,6210,6390,6210,6357.399902,5703.763672,111955,0
03-08-2015,6385,6500,6220.049805,6326.25,5675.817871,108792,0
04-08-2015,6349.899902,6383.600098,6320.200195,6350.649902,5697.708008,105771,0
05-08-2015,6800,6998,6590.200195,6838.350098,6135.265137,364555,0
06-08-2015,6533.700195,6596,6450,6486.100098,5819.232422,173295,0
07-08-2015,6548,6560,6525.549805,6548.600098,5875.306152,69339,0
10-08-2015,6550,6567.299805,6347.049805,6388.399902,5731.57666,62031,0
11-08-2015,6460.350098,6463.950195,6300,6317.350098,5667.832031,51237,0
12-08-2015,6225,6350,6007.049805,6234.299805,5593.321289,114437,0
13-08-2015,6300,6533,6234,6317.25,5667.742676,506085,0
14-08-2015,6398,6398,6251.100098,6268.799805,5624.272461,63854,0
17-08-2015,6268.799805,6279.950195,6130,6135.399902,5504.588867,45417,0
18-08-2015,6201,6207,6140,6164.700195,5530.875977,63390,0
19-08-2015,6200,6200,6081.25,6098.700195,5471.663086,59166,0
20-08-2015,6124.950195,6180,6085.75,6150.899902,5518.495605,65541,0
21-08-2015,6075,6195,6060,6090.75,5464.529297,36949,0
24-08-2015,6078,6208.75,5995,6036,5415.40918,78584,0
25-08-2015,6094.950195,6220.799805,6029,6163.399902,5529.709961,50568,0
26-08-2015,6169.950195,6199.850098,6050,6064.200195,5440.709473,56983,0
27-08-2015,6165,6175,6030,6057,5434.250488,35980,0
28-08-2015,6100,6140,6040,6104.649902,5477.000488,43170,0
31-08-2015,6099.950195,6104.950195,5950,5965.399902,5352.067871,69408,0
01-09-2015,5935,6028.450195,5910,6003.600098,5386.341797,34852,0
02-09-2015,6041,6067.200195,5903.549805,5930,5320.308105,40575,0
03-09-2015,6029.5,6074.700195,5850,6035.450195,5414.916016,51799,0
04-09-2015,6050,6064.950195,5960.399902,5995.600098,5379.162598,19538,0
07-09-2015,6003,6030,5960,6001.350098,5384.321777,31004,0
08-09-2015,5981,6004.100098,5880,5902.200195,5295.365723,37289,0
09-09-2015,5939.950195,5995,5931.049805,5986.600098,5371.088867,26234,0
10-09-2015,6000,6014.950195,5969.950195,6005.100098,5387.686035,22946,0
11-09-2015,6001,6060,5961.200195,6001.25,5384.23291,14192,0
14-09-2015,6020,6069,6000,6056.5,5433.801758,18457,0
15-09-2015,6039.950195,6090,6000,6022,5402.847656,21365,0
16-09-2015,6087,6138,6003.850098,6096.350098,5469.555664,52025,0
18-09-2015,6096.350098,6260,6096.350098,6236.700195,5595.474609,64894,0
21-09-2015,6255,6255,6170,6176.799805,5541.73291,9914,0
22-09-2015,6220,6300,6125,6148.450195,5516.297363,25332,0
23-09-2015,6178.899902,6350.350098,6060,6219.799805,5580.3125,31449,0
24-09-2015,6288,6288,6152.350098,6212.049805,5573.35791,26846,0
28-09-2015,6245,6278,6153,6219.299805,5579.86377,27813,0
29-09-2015,6188,6250,6111,6179.600098,5544.244141,24187,0
30-09-2015,6250,6398,6213.399902,6367.649902,5712.960938,54871,0
01-10-2015,6364,6434,6323.149902,6422.5,5762.17041,30309,0
05-10-2015,6450,6482,6426,6478.600098,5812.503906,29433,0
06-10-2015,6480,6519,6425,6495.25,5827.441406,23236,0
07-10-2015,6490,6490,6314.700195,6337.549805,5685.95459,36934,0
08-10-2015,6392,6419,6340.350098,6367.450195,5712.78125,8972,0
09-10-2015,6367,6449,6352.549805,6416.549805,5756.833008,14875,0
12-10-2015,6417,6430.049805,6230,6256.100098,5612.879395,24060,0
13-10-2015,6267,6317.600098,6105.149902,6151.950195,5519.437988,46265,0
14-10-2015,6199,6248,6111,6210.649902,5572.102051,15619,0
15-10-2015,6195,6258.950195,6150.5,6206.5,5568.378906,24109,0
16-10-2015,6250,6669.950195,6170,6555,5881.046875,317373,0
19-10-2015,6598,6614.399902,6452.25,6493,5825.421875,71912,0
20-10-2015,6598.399902,6648.5,6510.5,6536.5,5864.450684,73153,0
21-10-2015,6545,6629,6440.100098,6463.299805,5798.775879,59955,0
23-10-2015,6550,6550,6311.200195,6328.649902,5677.969727,39067,0
26-10-2015,6358,6420,6280,6316.299805,5666.891602,33416,0
27-10-2015,6399,6410,6345,6354.5,5701.163086,33326,0
28-10-2015,6370,6380.049805,6300,6337.399902,5685.820801,29844,0
29-10-2015,6337.5,6370,6251.950195,6290.5,5643.741699,47775,0
30-10-2015,6230,6262,6150,6173.899902,5539.130859,51020,0
02-11-2015,6160,6319,6150,6276.049805,5630.777832,29690,0
03-11-2015,6299,6320,6205.149902,6217.75,5578.473145,28500,0
04-11-2015,6250,6474,6219.75,6251.149902,5608.4375,157371,0
05-11-2015,6260,6299,6150,6165.649902,5531.72998,38309,0
06-11-2015,6199,6234.950195,6151,6168.950195,5534.69043,16050,0
09-11-2015,6125,6199.950195,6099,6111.399902,5483.057617,51683,0
10-11-2015,6190,6190,6050,6072.299805,5447.976563,32828,0
13-11-2015,6154.799805,6186,6014,6034.200195,5413.793457,115791,0
16-11-2015,6050,6070,5962.5,5986.450195,5370.953613,110197,0
17-11-2015,6005,6137.850098,5951,6084.600098,5459.011719,67571,0
18-11-2015,6105,6134.899902,6068,6082.299805,5456.949219,27800,0
19-11-2015,6109,6323,6085.049805,6280.149902,5634.455566,61148,0
20-11-2015,6268,6279,6180,6196.25,5559.182617,19934,0
23-11-2015,6199,6226,6110,6141.600098,5510.152344,28203,0
24-11-2015,6162.5,6162.5,6050,6056.350098,5433.66748,33023,0
26-11-2015,6073.899902,6140,6006,6023.549805,5404.239258,72189,0
27-11-2015,6021,6043.25,5905.549805,5949,5337.353516,113708,0
30-11-2015,5900,5964.149902,5850,5860.049805,5257.547852,142381,0
01-12-2015,5858.899902,5950,5858.899902,5879.149902,5274.686523,50000,0
02-12-2015,5885.200195,5920,5834.899902,5868.100098,5264.772461,59827,0
03-12-2015,5860,5860,5820,5835.899902,5235.881836,66220,0
04-12-2015,5836,5907,5805.149902,5857.049805,5254.85791,41218,0
07-12-2015,5898,5910,5819.799805,5893.600098,5287.648926,17595,0
08-12-2015,5893,5899.700195,5820,5825.350098,5226.416504,50408,0
09-12-2015,5827.100098,5849,5752.549805,5759.700195,5167.516113,120058,0
10-12-2015,5760,5820,5750,5770.649902,5177.341797,28579,0
11-12-2015,5770.649902,5930,5765,5908.25,5315.532227,53452,0
14-12-2015,5909.899902,5909.899902,5782.450195,5879.75,5289.890137,27743,0
15-12-2015,5907,5910,5813.049805,5838.600098,5252.869141,34519,0
16-12-2015,5889,5915,5821,5828.399902,5243.69043,31415,0
17-12-2015,5832,5919.950195,5820.799805,5883.350098,5293.129395,27911,0
18-12-2015,5897,5897,5630,5673,5103.883301,61457,0
21-12-2015,5715,5732,5665.200195,5674.350098,5105.097656,28016,0
22-12-2015,5704.899902,5749,5680,5730,5155.164551,19130,0
23-12-2015,5765,5794,5730,5778,5198.347656,12253,0
24-12-2015,5775,5798,5725,5775.899902,5196.460449,14043,0
28-12-2015,5776,5850.649902,5750,5804.649902,5222.325684,22286,0
29-12-2015,5829,5855,5795.049805,5839.200195,5253.409668,14160,0
30-12-2015,5850,5860,5790.100098,5839.850098,5253.994141,19255,0
31-12-2015,5862.649902,5870.049805,5803.5,5828,5243.333984,19210,0
01-01-2016,5820.049805,5850,5775,5785.149902,5204.779785,12085,0
04-01-2016,5814,5827,5652,5669.799805,5101.00293,35426,0
05-01-2016,5739,5739,5650,5662.399902,5094.344727,27112,0
06-01-2016,5666.100098,5729.549805,5655,5719.5,5145.716309,55372,0
07-01-2016,5729.950195,5729.950195,5621.399902,5638.950195,5073.248535,22220,0
08-01-2016,5690,5691,5615,5632.549805,5067.489746,44465,0
11-01-2016,5625,5625,5435.549805,5469.25,4920.572266,50060,0
12-01-2016,5515,5515,5408.149902,5439.850098,4894.120605,56465,0
13-01-2016,5465,5530,5400.399902,5501.149902,4949.271973,61874,0
14-01-2016,5460,5630.200195,5432,5616.149902,5052.734863,34830,0
15-01-2016,5600,5630,5572.049805,5597.700195,5036.135254,27017,0
18-01-2016,5597.700195,5600,5400,5436,4890.658203,21414,0
19-01-2016,5444.950195,5494,5390,5428.799805,4884.180664,21347,0
20-01-2016,5417.799805,5525,5375,5485.600098,4935.283203,14685,0
21-01-2016,5460,5492,5404.600098,5429.850098,4885.125488,79144,0
22-01-2016,5490,5512.399902,5431.649902,5447.600098,4901.094238,24884,0
25-01-2016,5460,5512,5448,5461.350098,4913.465332,26417,0
27-01-2016,5494.549805,5494.549805,5451.100098,5487.700195,4937.17041,59544,0
28-01-2016,5480,5490,5450,5468.950195,4920.302734,40287,0
29-01-2016,5488.950195,5500,5469,5488,4937.441895,50118,0
01-02-2016,5575,5575,5420.850098,5448.950195,4902.30957,19318,0
02-02-2016,5480,5503.899902,5420,5457.350098,4909.866699,41682,0
03-02-2016,5457.350098,5457.350098,5400,5408.350098,4865.781738,31939,0
04-02-2016,5425,5492.950195,5425,5485.299805,4935.01123,19439,0
05-02-2016,5470,5550,5385,5421.5,4877.612305,30883,0
08-02-2016,5469.950195,5490,5401.950195,5413,4869.966797,21474,0
09-02-2016,5444,5459.850098,5391.25,5419.25,4875.588379,24994,0
10-02-2016,5439,5449,5279.399902,5297.600098,4766.14209,46842,0
11-02-2016,5323.950195,5323.950195,5190,5217.049805,4693.67334,58313,0
12-02-2016,5230,5268.649902,5001.049805,5056.049805,4548.823242,37439,0
15-02-2016,5058,5149,5019.950195,5057.75,4550.354004,66272,0
16-02-2016,5115,5115,5030,5049.799805,4543.200684,49811,0
17-02-2016,5090,5100,5034,5072.700195,4563.803711,72280,0
18-02-2016,5095,5205,5060,5182.850098,4662.90625,26633,0
